,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
6586,No Urgent Place,Friend(s),Sunny,30,10PM,Coffee House,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,0,0,0,1,0
6587,No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,0,0,0,1,0
6588,No Urgent Place,Friend(s),Rainy,55,6PM,Restaurant(<20),2h,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,0,0,0,1,1
6589,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,2h,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,0,0,0,1,1
6590,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,0,0,1,0,0
6591,Home,Alone,Sunny,55,6PM,Coffee House,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,1,0,1,0,0
6592,Home,Kid(s),Sunny,55,6PM,Restaurant(20-50),1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,1,1,0,1,0
6593,Home,Alone,Sunny,55,6PM,Bar,2h,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,1,0,1,0,0
6594,Home,Kid(s),Snowy,30,10PM,Restaurant(20-50),2h,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,1,0,0,1,0
6595,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,1,0,0,1,0
6596,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,1,0,1,0,1
6597,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,0,0,0,1,1
6598,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,1,1,0,1,1
6599,Work,Alone,Sunny,55,7AM,Bar,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,1,1,0,1,0
6600,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,1,0,1,0,1
6601,Work,Alone,Sunny,30,7AM,Bar,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,0,0,0,1,0
6602,Work,Alone,Rainy,55,7AM,Bar,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,0,0,0,1,1
6603,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,never,,less1,less1,never,1,1,1,0,1,1
7349,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,0,1,1
7350,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,0,0,0,1,1
7351,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,0,1,0
7352,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,0,0,0,1,1
7353,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,0,0,0,1,1
7354,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,0,1,0
7355,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,0,1,1
7356,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,0,1,1
7357,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,0,1,1
7358,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,0,1,0
7359,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,0,0,0,1,1
7360,No Urgent Place,Partner,Rainy,55,2PM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,0,1,1
7361,No Urgent Place,Partner,Snowy,30,2PM,Coffee House,2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,0,1,0
7362,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,1,0,1
7363,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,0,0,1,1
7364,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,0,0,0,1,0
7365,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,0,0,1,0,1
7366,Home,Alone,Sunny,80,6PM,Bar,2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,0,0,1,0,0
7367,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,1,0,1,1
7368,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,1,0,1,1
7369,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,1,1,0,1,0
7370,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,never,,1~3,1~3,less1,1,0,0,1,0,1
8605,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,0,1,1
8606,No Urgent Place,Kid(s),Rainy,55,10PM,Bar,1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,0,1,0
8607,No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,0,1,1
8608,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,0,1,0
8609,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,0,0,0,1,0
8610,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,0,1,0
8611,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,0,0,0,1,0
8612,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,0,0,0,1,0
8613,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,0,1,1
8614,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,0,1,1
8615,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,0,1,1
8616,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,0,0,0,1,1
8617,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,0,1,1
8618,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,1,0,1
8619,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,0,1,0
8620,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,0,0,0,1,0
8621,Home,Alone,Sunny,80,6PM,Bar,2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,0,0,1,0,1
8622,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,0,0,1,1
8623,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,1,0,1,0
8624,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,1,0,1,0
8625,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,1,1,0,1,1
8626,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,1~3,4~8,,4~8,4~8,1,0,0,1,0,1
8627,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,0,1,1
8628,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,0,0,0,1,1
8629,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,0,1,1
8630,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,0,0,0,1,1
8631,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,0,0,0,1,1
8632,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,0,1,1
8633,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,0,1,0
8634,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,0,1,0
8635,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,0,1,0
8636,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,0,1,0
8637,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,0,0,0,1,1
8638,No Urgent Place,Partner,Rainy,55,2PM,Restaurant(<20),2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,0,1,0
8639,No Urgent Place,Partner,Snowy,30,2PM,Coffee House,2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,0,1,1
8640,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,1,0,1
8641,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,0,1,0
8642,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,0,0,0,1,0
8643,Home,Partner,Sunny,80,6PM,Coffee House,1d,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,0,0,1,0,1
8644,Home,Alone,Sunny,80,6PM,Bar,2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,0,0,1,0,1
8645,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,1,0,1,0
8646,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,1,0,1,0
8647,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,1,0,1,0
8648,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,0,0,1,0,0
8780,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,0,0,1,1
8781,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,0,0,0,1,1
8782,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,0,0,1,0
8783,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,0,0,0,1,1
8784,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,0,0,0,1,1
8785,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,0,0,1,1
8786,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,0,0,1,1
8787,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,0,0,1,1
8788,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,0,0,1,1
8789,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,0,0,1,1
8790,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,0,0,0,1,1
8791,No Urgent Place,Partner,Rainy,55,2PM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,0,0,1,0
8792,No Urgent Place,Partner,Snowy,30,2PM,Coffee House,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,0,0,1,1
8793,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,0,1,0,1
8794,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,0,0,1,0
8795,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,0,0,0,1,0
8796,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,0,0,1,0,0
8797,Home,Alone,Sunny,80,6PM,Bar,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,0,0,1,0,1
8798,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,1,0,1,0
8799,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,1,0,1,0
8800,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,1,1,0,1,0
8801,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,4~8,,1~3,1~3,less1,1,0,0,1,0,1
8956,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,0,1,1
8957,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,0,1,1
8958,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,0,1,1
8959,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,0,1,1
8960,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,0,0,0,1,1
8961,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,0,0,0,1,1
8962,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,0,0,0,1,1
8963,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,0,0,0,1,1
8964,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,0,1,1
8965,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,1,0,1
8966,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,0,1,0
8967,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,0,1,1
8968,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,0,0,0,1,1
8969,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,0,0,1,0,1
8970,Home,Alone,Rainy,55,6PM,Bar,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,1,0,1,0
8971,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,1,0,1,1
8972,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,0,1,0
8973,Work,Alone,Sunny,30,7AM,Bar,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,1,0,0
8974,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,1,0,1
8975,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,0,0,1,0,1
8976,Work,Alone,Rainy,55,7AM,Bar,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,1,0,1,1
8977,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,never,1~3,4~8,,4~8,1,1,0,1,0,1
9138,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,0,1,0
9139,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,0,1,0
9140,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,0,1,1
9141,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,0,1,0
9142,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,0,1,1
9143,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,0,1,0
9144,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,0,1,1
9145,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,0,1,1
9146,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,0,0,0,1,0
9147,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,0,0,0,1,1
9148,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,0,0,1,0,0
9149,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,0,0,0,1,1
9150,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,0,0,1,0,1
9151,Home,Alone,Rainy,55,6PM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,1,0,1,0
